Shooter_x_pos,Shooter_y_pos,Projectile_x_pos,Projectile_y_pos,Player_x_pos_current,Player_y_pos_current,Player_x_pos_initial,Player_y_pos_initial,Distance_x,Distance_y,Displacement_x,Displacement_y,Theta,Hit
0.004075042427843014,0.00787810641704362,-0.004786550876756384,-0.0031376799003264436,-0.0035970406034001355,0.005432531079920223,-0.0027052021144586395,0.005388940043755239,-0.029865790763070124,0
